name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Washington,DC,USA",2023-08-17,31.9,21.9,26.9,35.4,21.9,28.5,20.7,70.0,0.0,0,0.0,,0.0,0.0,33.5,20.4,165.8,1012.1,59.1,16.0,166.5,14.2,9,30.0,2023-08-17T06:23:21,2023-08-17T20:00:32,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-08-18,28.8,22.6,25.7,30.0,22.6,25.8,16.4,59.8,0.022,100,4.17,rain,0.0,0.0,46.4,25.7,309.7,1009.9,57.8,15.9,200.3,17.3,9,30.0,2023-08-18T06:24:15,2023-08-18T19:59:11,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-08-19,28.3,17.4,23.0,27.5,17.4,22.9,11.5,49.8,0.0,0,0.0,,0.0,0.0,33.5,17.6,276.8,1017.8,14.1,16.0,211.6,18.4,9,10.0,2023-08-19T06:25:10,2023-08-19T19:57:50,0.11,Clear,Clear conditions throughout the day.,clear-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-08-20,30.6,18.9,24.9,31.1,18.9,25.2,17.2,63.9,0.0,0,0.0,,0.0,0.0,22.3,19.6,172.9,1019.8,19.6,16.0,217.9,19.0,8,10.0,2023-08-20T06:26:04,2023-08-20T19:56:27,0.15,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-08-21,32.7,22.6,27.7,35.1,22.6,28.9,20.3,66.5,0.0,0,0.0,,0.0,0.0,29.5,17.4,330.1,1018.5,76.4,15.9,177.6,15.5,9,10.0,2023-08-21T06:26:58,2023-08-21T19:55:03,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-08-22,28.7,22.7,25.8,29.4,22.7,25.8,16.0,57.4,0.0,0,0.0,,0.0,0.0,60.8,25.4,10.9,1018.3,68.2,15.7,224.1,19.3,8,10.0,2023-08-22T06:27:52,2023-08-22T19:53:39,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-08-23,27.9,17.4,23.2,27.4,17.4,23.2,14.3,59.1,0.0,0,0.0,,0.0,0.0,11.2,21.2,145.4,1019.5,45.0,16.0,203.2,17.6,9,10.0,2023-08-23T06:28:46,2023-08-23T19:52:14,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,72406093721,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-08-24,27.1,21.5,24.0,28.6,21.5,24.1,17.3,66.0,0.0,0,0.0,,0.0,0.0,33.5,22.8,178.8,1015.9,91.9,16.0,126.0,10.9,8,10.0,2023-08-24T06:29:40,2023-08-24T19:50:48,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-08-25,33.3,23.6,27.0,37.0,23.6,28.3,21.3,72.2,11.287,100,12.5,rain,0.0,0.0,70.2,28.5,183.8,1011.1,81.5,15.7,188.7,16.5,9,30.0,2023-08-25T06:30:34,2023-08-25T19:49:21,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-08-26,32.7,23.8,28.1,35.3,23.8,29.6,21.7,70.0,0.022,100,4.17,rain,0.0,0.0,31.7,23.6,356.9,1010.3,55.6,15.9,203.1,17.6,9,30.0,2023-08-26T06:31:28,2023-08-26T19:47:53,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-08-27,30.9,23.5,27.0,32.5,23.5,27.6,19.0,62.2,0.0,0,0.0,,0.0,0.0,18.4,22.8,70.6,1012.5,79.2,16.0,122.1,10.7,6,10.0,2023-08-27T06:32:22,2023-08-27T19:46:25,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-08-28,25.5,23.1,24.3,25.5,23.1,24.3,20.7,80.4,0.284,100,12.5,rain,0.0,0.0,20.5,17.3,81.5,1014.7,89.5,16.0,61.1,5.4,2,10.0,2023-08-28T06:33:16,2023-08-28T19:44:56,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-08-29,27.1,22.7,24.6,29.2,22.7,24.7,21.6,83.7,0.128,100,20.83,rain,0.0,0.0,38.9,22.2,55.4,1012.8,94.9,15.0,69.8,5.9,3,10.0,2023-08-29T06:34:10,2023-08-29T19:43:27,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-08-30,29.9,23.7,26.3,30.2,23.7,26.3,18.1,64.2,0.0,0,0.0,rain,0.0,0.0,37.1,26.4,322.7,1008.5,85.4,15.8,169.2,14.7,7,10.0,2023-08-30T06:35:04,2023-08-30T19:41:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-08-31,28.0,19.2,23.2,27.0,19.2,23.0,11.6,50.0,0.0,0,0.0,,0.0,0.0,44.4,30.4,16.0,1013.8,52.0,16.0,223.8,19.4,9,10.0,2023-08-31T06:35:57,2023-08-31T19:40:26,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-01,27.0,15.8,21.8,26.7,15.8,21.7,11.0,51.4,0.0,0,0.0,,0.0,0.0,16.6,17.3,45.9,1023.9,15.3,16.0,192.0,16.7,9,10.0,2023-09-01T06:36:51,2023-09-01T19:38:54,0.55,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-02,29.3,16.7,22.7,29.5,16.7,22.8,15.5,65.8,0.0,0,0.0,,0.0,0.0,20.5,20.7,173.9,1022.4,19.8,16.0,204.0,17.8,8,10.0,2023-09-02T06:37:45,2023-09-02T19:37:22,0.59,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-03,35.9,19.7,27.4,36.7,19.7,28.1,18.3,61.3,0.0,0,0.0,,0.0,0.0,27.7,16.9,209.8,1015.9,25.6,16.0,191.7,16.6,8,10.0,2023-09-03T06:38:38,2023-09-03T19:35:50,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-04,36.5,23.7,29.8,38.2,23.7,31.0,19.7,57.5,0.0,0,0.0,,0.0,0.0,35.3,19.9,300.8,1013.5,60.6,16.0,181.4,15.8,8,30.0,2023-09-04T06:39:32,2023-09-04T19:34:17,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-05,36.0,24.7,30.0,38.2,24.7,31.6,20.3,57.9,0.0,0,0.0,,0.0,0.0,27.7,19.7,344.0,1014.3,53.5,16.0,180.3,15.7,8,30.0,2023-09-05T06:40:25,2023-09-05T19:32:44,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-06,36.0,23.9,30.0,38.0,23.9,31.8,20.7,60.1,0.0,0,0.0,,0.0,0.0,11.2,12.4,29.6,1012.0,40.6,16.0,184.0,15.9,8,60.0,2023-09-06T06:41:18,2023-09-06T19:31:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-07,35.0,25.2,29.1,40.2,25.2,31.3,21.9,66.8,0.0,0,0.0,,0.0,0.0,27.7,18.6,173.7,1009.0,51.8,15.6,134.9,11.7,9,60.0,2023-09-07T06:42:12,2023-09-07T19:29:36,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-08,33.3,22.7,27.4,36.5,22.7,28.6,20.3,66.7,10.032,100,20.83,rain,0.0,0.0,50.0,21.7,76.0,1012.7,78.6,15.7,191.0,16.3,9,30.0,2023-09-08T06:43:05,2023-09-08T19:28:01,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-09,29.9,21.1,23.6,33.2,21.1,23.9,20.2,82.0,15.922,100,41.67,rain,0.0,0.0,57.9,32.3,132.9,1017.6,79.0,15.2,147.9,12.8,9,60.0,2023-09-09T06:43:59,2023-09-09T19:26:26,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-10,26.6,21.9,23.9,26.6,21.9,23.9,20.4,81.4,3.77,100,50.0,rain,0.0,0.0,13.0,9.1,122.2,1018.0,87.3,15.6,120.5,10.5,7,30.0,2023-09-10T06:44:52,2023-09-10T19:24:51,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-11,30.9,21.7,25.6,32.2,21.7,26.0,20.2,74.2,1.571,100,33.33,rain,0.0,0.0,41.6,18.6,343.0,1016.2,73.7,15.8,115.0,9.9,8,30.0,2023-09-11T06:45:46,2023-09-11T19:23:16,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-12,30.4,21.9,26.1,31.8,21.9,27.0,20.4,72.3,0.184,100,4.17,rain,0.0,0.0,31.7,18.5,104.8,1015.3,65.7,16.0,175.9,15.0,8,30.0,2023-09-12T06:46:39,2023-09-12T19:21:40,0.92,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-13,28.2,21.6,24.7,28.5,21.6,24.8,16.9,63.7,0.0,0,0.0,rain,0.0,0.0,29.5,20.0,322.0,1014.2,77.5,16.0,195.0,17.1,8,30.0,2023-09-13T06:47:32,2023-09-13T19:20:05,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-14,27.0,18.7,23.0,26.7,18.7,22.9,12.0,51.7,0.022,100,4.17,rain,0.0,0.0,33.5,23.1,352.5,1017.7,35.2,16.0,201.7,17.5,8,10.0,2023-09-14T06:48:26,2023-09-14T19:18:29,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-15,24.8,14.7,19.9,24.8,14.7,19.9,9.4,51.6,0.0,0,0.0,,0.0,0.0,40.7,25.2,3.4,1018.4,14.2,16.0,210.1,18.0,8,10.0,2023-09-15T06:49:19,2023-09-15T19:16:52,0.02,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-16,27.0,14.1,20.7,26.6,14.1,20.6,10.4,53.9,0.0,0,0.0,,0.0,0.0,35.3,24.8,338.5,1016.2,12.0,16.0,223.1,19.1,8,10.0,2023-09-16T06:50:13,2023-09-16T19:15:16,0.06,Clear,Clear conditions throughout the day.,clear-day,"KIAD,C6294,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KDAA,KADW,72033493764,74594013705"
"Washington,DC,USA",2023-09-17,24.9,16.3,19.9,24.9,16.3,19.9,15.5,76.6,0.899,100,16.67,rain,0.0,0.0,59.2,24.6,203.6,1013.0,72.2,15.9,58.9,5.3,3,10.0,2023-09-17T06:51:07,2023-09-17T19:13:40,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-18,25.9,17.1,20.9,25.9,17.1,20.9,14.0,67.2,0.528,100,20.83,rain,0.0,0.0,42.5,28.8,312.0,1010.2,68.3,16.0,127.6,11.2,6,10.0,2023-09-18T06:52:00,2023-09-18T19:12:03,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-19,26.1,16.3,20.8,26.1,16.3,20.8,11.0,55.1,0.0,0,0.0,,0.0,0.0,38.7,25.8,313.5,1017.1,27.3,16.0,206.5,17.9,8,10.0,2023-09-19T06:52:54,2023-09-19T19:10:27,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-20,26.6,14.6,20.6,26.6,14.6,20.6,11.3,57.7,0.0,0,0.0,,0.0,0.0,7.6,12.1,11.5,1021.5,46.9,16.0,170.8,14.7,8,10.0,2023-09-20T06:53:48,2023-09-20T19:08:50,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-21,26.5,15.7,20.9,26.5,15.7,20.9,13.1,63.3,0.0,0,0.0,,0.0,0.0,14.8,12.6,46.1,1023.9,66.7,16.0,155.1,13.4,8,10.0,2023-09-21T06:54:42,2023-09-21T19:07:14,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-22,23.1,16.4,19.6,23.1,16.4,19.6,13.3,67.7,0.081,100,8.33,rain,0.0,0.0,51.7,33.5,47.8,1023.9,86.3,16.0,105.6,9.1,5,10.0,2023-09-22T06:55:36,2023-09-22T19:05:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-23,17.8,14.9,16.5,17.8,14.9,16.5,14.6,89.0,36.63,100,95.83,rain,0.0,0.0,61.6,44.3,28.9,1013.4,97.6,8.8,16.3,1.3,1,10.0,2023-09-23T06:56:31,2023-09-23T19:04:01,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-24,20.6,17.7,19.0,20.6,17.7,19.0,17.4,90.4,19.66,100,75.0,rain,0.0,0.0,48.5,32.7,42.3,1010.9,99.3,11.6,40.9,3.5,2,10.0,2023-09-24T06:57:25,2023-09-24T19:02:24,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-25,21.0,16.6,18.6,21.0,16.6,18.6,15.5,82.5,0.353,100,12.5,rain,0.0,0.0,24.1,21.6,348.9,1017.0,94.9,15.0,68.3,5.8,4,10.0,2023-09-25T06:58:20,2023-09-25T19:00:48,0.37,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-26,16.6,14.9,15.9,16.6,14.9,15.9,14.4,90.7,1.094,100,29.17,rain,0.0,0.0,35.3,20.2,32.6,1024.8,99.7,10.7,25.6,2.2,1,10.0,2023-09-26T06:59:14,2023-09-26T18:59:12,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,D6279,72403793728,72403093738,72406093721,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-27,21.5,14.9,17.1,21.5,14.9,17.1,11.6,71.0,0.0,0,0.0,,0.0,0.0,24.1,19.9,41.8,1025.5,73.8,16.0,180.7,15.7,8,10.0,2023-09-27T07:00:09,2023-09-27T18:57:36,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-28,20.9,12.7,16.8,20.9,12.7,16.8,12.8,77.5,0.0,0,0.0,rain,0.0,0.0,20.5,25.8,38.6,1022.8,83.8,15.8,78.6,6.7,4,10.0,2023-09-28T07:01:04,2023-09-28T18:56:01,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-09-29,21.0,16.6,18.6,21.0,16.6,18.6,15.6,82.6,0.0,0,0.0,rain,0.0,0.0,22.3,19.7,6.9,1020.1,99.9,14.4,58.8,5.2,2,10.0,2023-09-29T07:02:00,2023-09-29T18:54:25,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-09-30,24.2,18.2,20.4,24.2,18.2,20.4,15.9,76.2,0.0,0,0.0,rain,0.0,0.0,24.1,22.5,11.4,1021.5,92.3,16.0,94.1,8.1,5,10.0,2023-09-30T07:02:55,2023-09-30T18:52:50,0.54,Overcast,Cloudy skies throughout the day.,cloudy,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-10-01,27.7,16.5,21.7,27.8,16.5,21.7,15.0,67.9,0.0,0,0.0,,0.0,0.0,31.7,23.2,356.6,1022.9,18.1,16.0,185.6,16.0,8,10.0,2023-10-01T07:03:51,2023-10-01T18:51:16,0.57,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-02,28.6,17.0,22.4,29.0,17.0,22.5,15.8,67.7,0.0,0,0.0,,0.0,0.0,13.0,12.4,5.6,1022.4,21.4,15.9,165.2,14.3,7,10.0,2023-10-02T07:04:47,2023-10-02T18:49:41,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-03,29.1,17.9,23.0,29.0,17.9,23.0,16.8,71.2,0.0,0,0.0,rain,0.0,0.0,11.2,11.9,93.4,1021.9,31.7,15.7,166.8,14.5,7,10.0,2023-10-03T07:05:43,2023-10-03T18:48:07,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-10-04,27.7,17.5,21.8,28.1,17.5,21.8,16.2,72.8,0.0,0,0.0,,0.0,0.0,14.8,14.2,167.4,1022.3,21.1,14.9,174.6,14.9,7,10.0,2023-10-04T07:06:39,2023-10-04T18:46:34,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-05,26.0,16.2,20.7,26.0,16.2,20.7,16.4,77.3,0.0,0,0.0,rain,0.0,0.0,24.1,16.3,136.5,1021.6,59.2,15.7,131.1,11.4,5,10.0,2023-10-05T07:07:36,2023-10-05T18:45:00,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-06,25.5,20.4,22.3,25.5,20.4,22.3,19.2,82.9,0.0,0,0.0,rain,0.0,0.0,13.0,10.6,163.2,1014.9,85.1,15.7,79.5,6.9,5,10.0,2023-10-06T07:08:33,2023-10-06T18:43:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-10-07,21.4,12.8,17.8,21.4,12.8,17.8,11.0,67.4,2.089,100,25.0,rain,0.0,0.0,54.7,31.2,312.7,1009.7,55.0,15.5,112.7,9.8,6,10.0,2023-10-07T07:09:30,2023-10-07T18:41:56,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-08,17.7,8.2,12.9,17.7,6.6,12.6,2.5,51.1,0.0,0,0.0,,0.0,0.0,50.5,31.1,262.8,1009.5,42.8,16.0,159.6,13.8,8,10.0,2023-10-08T07:10:28,2023-10-08T18:40:24,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-09,17.7,7.5,12.8,17.7,5.0,12.2,4.4,57.7,0.0,0,0.0,rain,0.0,0.0,50.0,21.7,220.9,1010.5,72.1,16.0,87.8,7.6,6,10.0,2023-10-09T07:11:26,2023-10-09T18:38:53,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-10,20.6,9.1,15.0,20.6,7.5,14.8,8.3,67.3,0.0,0,0.0,,0.0,0.0,29.7,14.9,211.4,1010.3,64.6,16.0,161.5,13.8,7,10.0,2023-10-10T07:12:24,2023-10-10T18:37:22,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-10-11,22.1,10.4,16.1,22.1,10.4,16.1,7.1,59.7,0.0,0,0.0,,0.0,0.0,14.8,16.1,297.0,1011.8,47.3,16.0,157.9,13.8,7,10.0,2023-10-11T07:13:22,2023-10-11T18:35:52,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-10-12,23.3,10.8,17.2,23.3,10.8,17.2,8.5,59.3,0.0,0,0.0,,0.0,0.0,7.6,12.1,87.7,1012.5,36.2,15.8,166.7,14.4,7,10.0,2023-10-12T07:14:21,2023-10-12T18:34:23,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-13,22.0,12.9,17.0,22.0,12.9,17.0,9.4,62.2,0.0,0,0.0,,0.0,0.0,16.6,16.4,26.0,1015.0,37.7,16.0,163.1,14.1,7,10.0,2023-10-13T07:15:20,2023-10-13T18:32:54,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-14,16.6,13.7,15.2,16.6,13.7,15.2,12.6,85.1,11.897,100,62.5,rain,0.0,0.0,35.3,26.9,74.5,1006.7,98.0,12.8,12.5,1.1,1,10.0,2023-10-14T07:16:19,2023-10-14T18:31:27,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-15,16.5,10.5,13.0,16.5,10.5,13.0,6.8,67.8,1.091,100,20.83,rain,0.0,0.0,47.9,32.6,327.9,1003.9,69.3,15.3,96.1,8.5,5,10.0,2023-10-15T07:17:19,2023-10-15T18:30:00,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-10-16,17.6,8.5,12.5,17.6,6.3,12.1,6.0,65.0,0.0,0,0.0,,0.0,0.0,37.1,24.9,311.6,1007.4,54.6,16.0,109.2,9.6,6,10.0,2023-10-16T07:18:19,2023-10-16T18:28:33,0.07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-17,17.1,10.6,13.5,17.1,10.6,13.5,7.9,69.7,0.0,0,0.0,,0.0,0.0,33.5,22.0,325.4,1014.9,76.9,16.0,70.0,6.2,3,10.0,2023-10-17T07:19:20,2023-10-17T18:27:08,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,D6279,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-10-18,18.2,9.0,13.6,18.2,8.7,13.6,6.7,65.1,0.0,0,0.0,,0.0,0.0,29.5,16.0,321.3,1021.5,70.6,16.0,103.5,9.0,6,10.0,2023-10-18T07:20:20,2023-10-18T18:25:43,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-10-19,21.1,9.5,14.8,21.1,9.5,14.8,9.7,73.0,0.0,0,0.0,,0.0,0.0,35.3,23.2,173.8,1018.9,49.4,16.0,148.0,12.9,7,10.0,2023-10-19T07:21:21,2023-10-19T18:24:20,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-10-20,18.9,13.6,15.9,18.9,13.6,15.9,12.4,80.3,1.137,100,29.17,rain,0.0,0.0,38.9,19.8,198.9,1005.3,92.3,15.8,42.0,3.7,2,10.0,2023-10-20T07:22:23,2023-10-20T18:22:57,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
